name	taxonomy_id	taxonomy_lvl	14_species.bracken_num	14_species.bracken_frac	17_species.bracken_num	17_species.bracken_frac	19_species.bracken_num	19_species.bracken_frac	20_species.bracken_num	20_species.bracken_frac	2126_species.bracken_num	2126_species.bracken_frac	22a_species.bracken_num	22a_species.bracken_frac	22b_species.bracken_num	22b_species.bracken_frac	25_species.bracken_num	25_species.bracken_frac	2621_species.bracken_num	2621_species.bracken_frac	27_species.bracken_num	27_species.bracken_frac	Stan_species.bracken_num	Stan_species.bracken_frac
Desulfurococcus mucosus	2275	S	0	0.00000	6	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	1	0.00000	3	0.00000	3	0.00000	0	0.00000
Arthrobacter phage Vibaki	2593333	S	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Vibrio phage 11895-B1	754075	S	0	0.00000	6	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Rhodococcus phage E3	1007869	S	0	0.00000	5	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	5	0.00000	0	0.00000	0	0.00000
Synechococcus phage S-SSM4	536466	S	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cellulophaga phage phiSM	756280	S	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudoalteromonas phage H101	1654919	S	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Thermus phage TMA	699370	S	0	0.00000	5	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Synechococcus phage S-SSM7	445686	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	7	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Aurantimonas phage AmM-1	1503929	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Synechococcus phage ACG-2014i	1493513	S	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Deep-sea thermophilic phage D6E	749413	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	2	0.00000	0	0.00000	0	0.00000
Aeromonas phage 4_L372XY	2588520	S	0	0.00000	7	0.00000	5	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	6	0.00000	2	0.00000	1	0.00000
Vibrio phage qdvp001	1003177	S	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Vibrio phage ICP1	979525	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Aeromonas phage PX29	926067	S	0	0.00000	7	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter phage Acj61	760732	S	0	0.00000	4	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter phage Acj9	760939	S	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cronobacter phage S13	1327935	S	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Proteus phage vB_PmiM_Pm5461	1636250	S	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aeromonas phage AS-zj	2024208	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Morganella phage vB_MmoM_MP1	1852628	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aeromonas phage CC2	1204516	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000
Klebsiella virus PKO111	1985327	S	0	0.00000	4	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Escherichia virus PhAPEC2	2560451	S	0	0.00000	4	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Escherichia virus VR20	1913684	S	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aeromonas virus 65	260149	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Escherichia virus MX01	2560447	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Erwinia virus Ea35-70	1984778	S	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00000	59	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Burkholderia phage BcepSauron	2530033	S	0	0.00000	10	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	1	0.00000	6	0.00000	1	0.00000	0	0.00000
Burkholderia phage BcepSaruman	2530032	S	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Erwinia phage pEp_SNUABM_01	2601643	S	0	0.00000	6	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000
Erwinia phage Hena1	2678601	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	1	0.00000
Cronobacter virus CR9	1914899	S	0	0.00000	1	0.00000	0	0.00000	1	0.00000	1	0.00000	0	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000
Yersinia virus Yen9-04	2560849	S	0	0.00000	6	0.00000	1	0.00000	40	0.00000	0	0.00000	0	0.00000	3	0.00000	2	0.00000	20	0.00000	1	0.00000	3	0.00000
Serratia virus BF	2560751	S	0	0.00000	3	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	1	0.00000	1	0.00000
Erwinia phage vB_EamM_ChrisDB	1883371	S	0	0.00000	5	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aeromonas virus Aes12	1921530	S	0	0.00000	8	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Escherichia virus 121Q	2560436	S	0	0.00000	2	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000
Pectinobacterium virus CBB	2560628	S	0	0.00000	5	0.00000	1	0.00000	4	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	2	0.00000	0	0.00000
Cronobacter virus GAP32	2560400	S	0	0.00000	2	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4	0.00000	0	0.00000	0	0.00000
Pseudomonas virus Noxifer	2560671	S	0	0.00000	6	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cyanophage P-RSM6	929832	S	0	0.00000	4	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Prochlorococcus virus PTIM40	2734115	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Acidovorax virus ACP17	2560261	S	0	0.00000	5	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	4	0.00000	0	0.00000	1	0.00000	0	0.00000	1	0.00000
Ralstonia virus RSF1	1980926	S	0	0.00000	4	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000
Arthrobacter virus BarretLemon	2560300	S	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Arthrobacter virus Beans	2560301	S	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000
Salmonella phage UPF_BP2	1913047	S	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bordetella virus PHB04	2734129	S	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Sinorhizobium virus N3	1980947	S	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	9	0.00000	5	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter virus ME3	2560269	S	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Tetrasphaera virus TJE1	2560802	S	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Aeromonas virus phiO18P	393598	S	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Prochlorococcus virus PSSM2	2734140	S	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Pseudomonas virus Ab28	2006173	S	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gordonia virus GMA6	2560495	S	0	0.00000	2	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Synechococcus virus SMbCM100	2734078	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Synechococcus phage ACG-2014g	1493512	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000
Serratia virus CHI14	2560752	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas virus PaBG	2734089	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Salmonella virus ZCSE2	2734117	S	0	0.00000	1	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000
Prochlorococcus phage P-HM2	445696	S	0	0.00000	1	0.00000	2	0.00000	0	0.00000	0	0.00000	3	0.00000	2	0.00000	2	0.00000	1	0.00000	0	0.00000	1	0.00000
Escherichia virus Schickermooser	2734132	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Aeromonas virus 44RR2	115987	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000
Pseudomonas virus pf16	2560689	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Acinetobacter phage vB_AbaM_phiAbaA1	1605379	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Clostridium phage c-st	12336	S	0	0.00000	36	0.00000	2	0.00000	1	0.00000	1	0.00000	9	0.00000	17	0.00000	0	0.00000	0	0.00000	3	0.00000	4	0.00000
Mycobacterium phage DS6A	45764	S	0	0.00000	4	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gordonia phage Phinally	1821560	S	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gordonia phage GTE8	1647475	S	0	0.00000	3	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus phage P162	1476889	S	0	0.00000	9	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gordonia phage Rickmore	2507854	S	0	0.00000	4	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Clostridium phage phiCD6356	864178	S	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Rhodococcus phage Jace	2182360	S	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Rhodococcus phage REQ1	1109712	S	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gordonia phage Kenosha	2588490	S	0	0.00000	4	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium phage Jolie2	1458831	S	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cellulophaga phage phi39:1	1327993	S	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Streptococcus phage SMP	413066	S	0	0.00000	2	0.00000	1	0.00000	1	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium phage Sparky	1527493	S	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacillus phage vB_BanS-Tsamsa	1308863	S	0	0.00000	1	0.00000	1	0.00000	1	0.00000	0	0.00000	2	0.00000	9	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Burkholderia phage KS9	335797	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Staphylococcus phage StB12	1147042	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Providencia phage Redjac	1235559	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus phage phiL47	1412875	S	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000	1	0.00000
Brevibacillus phage Sundance	1691958	S	0	0.00000	1	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	4	0.00000	0	0.00000	1	0.00000
Bacteroides phage B124-14	1105171	S	0	0.00000	1	0.00000	0	0.00000	9	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000	9	0.00000	1	0.00000
Mycobacterium phage Dori	1089121	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gordonia phage OhMyWard	2652414	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Vibrio phage pYD21-A	754049	S	0	0.00000	1	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Weissella phage WCP30	1837862	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus phage WRP3	1560313	S	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Arthrobacter phage vB_ArS-ArV2	1414742	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Clostridium phage phiCTP1	871584	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000
Butyrivibrio virus Arawn	2696356	S	0	0.00000	1	0.00000	9	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	6	0.00000	46	0.00000	0	0.00000	0	0.00000
Brochothrix phage NF5	764561	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Gordonia virus BetterKatz	2560485	S	0	0.00000	56	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000
Lactococcus phage 936 group phage PhiB1127	1636573	S	0	0.00000	5	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000
Lactococcus phage 16802	2029659	S	0	0.00000	5	0.00000	7	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000
Lactococcus lactis phage p272	213777	S	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000	4	0.00000	0	0.00000	0	0.00000
Lactococcus phage CHPC958	2675254	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	7	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Lactococcus phage 37201	2029661	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	5	0.00000	0	0.00000	0	0.00000
Lactococcus phage i0139	1874593	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	6	0.00000	0	0.00000	0	0.00000
Lactococcus phage P4565	2662297	S	0	0.00000	1	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Lactococcus phage P1532	2662296	S	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Lactococcus virus Sl4	287412	S	0	0.00000	8	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000
Lactococcus virus CB13	665883	S	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Lactococcus virus CB14	665884	S	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactococcus virus 712	213769	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	4	0.00000	0	0.00000	1	0.00000	0	0.00000	1	0.00000
Lactococcus virus bIL170	63118	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	6	0.00000	0	0.00000	0	0.00000
Mycobacterium phage Serenity	1701853	S	0	0.00000	5	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium phage Phlei	1690684	S	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	8	0.00000	8	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000
Mycobacterium phage Jobu08	1327772	S	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	5	0.00000	3	0.00000	0	0.00000	1	0.00000	2	0.00000
Mycobacterium phage Sheen	1589274	S	0	0.00000	2	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium virus Bxz2	205870	S	0	0.00000	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium virus Redrock	2003504	S	0	0.00000	5	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium virus Rebeuca	1225862	S	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium virus Rockstar	2003502	S	0	0.00000	1	0.00000	6	0.00000	7	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000
Mycobacterium virus Timshel	1993873	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Mycobacterium virus Heldan	1032892	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Caulobacter virus CcrSC	2734193	S	0	0.00000	22	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Caulobacter virus CcrBL9	2734192	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	4	0.00000	8	0.00000	0	0.00000	2	0.00000	2	0.00000	0	0.00000
Caulobacter virus phiCbK	1204537	S	0	0.00000	7	0.00000	0	0.00000	8	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	2	0.00000	3	0.00000	2	0.00000
Caulobacter virus CcrPW	2734195	S	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Caulobacter virus CcrColossus	2734194	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Caulobacter virus CcrBL10	2734196	S	0	0.00000	2	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	5	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000
Lactobacillus virus Ldl1	2734208	S	0	0.00000	24	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactobacillus virus Maenad	2734210	S	0	0.00000	8	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Lactobacillus virus SAC12	2734207	S	0	0.00000	1	0.00000	0	0.00000	2	0.00000	0	0.00000	0	0.00000	3	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Mycobacterium virus Acadian	1982901	S	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000
Mycobacterium virus Adawi	1983106	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium virus BrownCNA	1983108	S	0	0.00000	3	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium phage LilMcDreamy	2652422	S	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3	0.00000	1	0.00000	0	0.00000
Mycobacterium phage Saguaro	2315616	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium phage BirdsNest	2686231	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1	0.00000	0	0.00000	0	0.00000
Mycobacterium phage Demsculpinboyz	2041528	S	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	7	0.00000	0	0.00000	0	0.00000
Mycobacterium phage Clifton	2250357	S	0	0.00000	17	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium phage Cornie	2704043	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium phage Validus	1414747	S	0	0.00000	7	0.00000	0	0.00000	3	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mycobacterium phage Marshawn	2652423	S	0	0.00000	1	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
